ID,LATITUDE,LONGTITUDE,ELEVATION,NAME,
ASN00006055,-27.7458,115.8286,300,WOOLGORONG,
ASN00006056,-25.74,114.2847,16,WOORAMEL,
ASN00006057,-25.1833,114.6767,90,YALBALGO,
ASN00006058,-27.4278,115.5147,240,YALLALONG,
ASN00006059,-25.9436,114.3222,13,YARINGA STATION,
ASN00006060,-26.2011,114.2869,30,CARBLA STATION,
ASN00006061,-24.9017,114.2164,45,MEERAGOOLIA,
ASN00006062,-24.9,113.65,4.6,CARNARVON POST OFFICE,
ASN00006063,-27.5167,115.05,-999.9,COOLCALALYA,
ASN00006064,-24.2167,115.3833,-999.9,MOOGOOREE O.S.,
ASN00006065,-23.4,114.7,-999.9,PLEAIDES,
ASN00006066,-23.1567,114.5403,75,WINNING,
ASN00006067,-23.5,114.0167,-999.9,MIA MIA 2 SUB BORE,
ASN00006068,-25.4906,114.3981,40,WAHROONGA,
ASN00006069,-26.5903,115.9267,300,MOUNT NARRYER,
ASN00006070,-24.3058,114.5003,60,HILL SPRINGS,
ASN00006071,-26.6167,115.5467,280,MUGGON,
ASN00006072,-23.0314,115.0414,111,EMU CREEK STATION,94318
ASN00006073,-24.8333,113.3,-999.9,BERNIER ISLAND,
ASN00006074,-24.8667,114.5833,-999.9,MILLIE MILLIE,
ASN00006075,-25.2,113.9,-999.9,BOODALIA,
ASN00006076,-26.3,114.25,-999.9,BOOLAGOORDA,
ASN00006077,-25.3,115.6,-999.9,BOUNDARY STORE,
ASN00006078,-25.8,115.1,-999.9,CALLATHARRA,
ASN00006079,-25.0881,114.3853,60,ELLA VALLA,
ASN00006080,-26.2564,113.8064,20,NANGA,
ASN00006081,-26.4,114.05,-999.9,NILEMAH,
ASN00006082,-24.5,113.5,-999.9,POINT CHARLES,
ASN00006083,-24.3,113.8,-999.9,SHAWS TANK,
ASN00006084,-23.4853,113.7811,20,WARROORA,
ASN00006085,-24.2,114.1,-999.9,YALOBIA,
ASN00006087,-24.8167,113.8333,17,BRICKHOUSE WOOLSHED,
ASN00006088,-24.4333,114.2667,-999.9,COORALYA O.S.,
ASN00006089,-23.6333,113.6167,-999.9,CAPE FARQUHAR,
ASN00006090,-26.96,115.9733,300,MEEBERRIE,
ASN00006091,-25.9667,115.9833,-999.9,MEARABUNDIE,
ASN00006092,-26.8156,114.6133,140,BILLABONG ROADHOUSE,94406
ASN00006093,-23.81,114.0083,60,MINILYA BRIDGE,
ASN00006094,-24.2167,113.3833,41,CAPE CUVIER,
ASN00006095,-24.3967,113.4056,16,QUOBBA,
ASN00006096,-25.0167,114.2833,-999.9,DOORAWARRAH O.S.,
ASN00006097,-26.1203,113.3975,3,USELESS LOOP,
ASN00006098,-25.0294,115.8628,300,WEEDARRAH,
ASN00006099,-26.8936,115.9561,287,MURCHISON,94422
ASN00006100,-27.525,115.0569,220,COOLCALALAYA,
ASN00006101,-26.0983,115.2444,200,YALARDY,
ASN00006102,-26.1764,113.215,4,STEEP POINT,
ASN00006103,-23.9064,114.7681,100,MIDDALYA,
ASN00006105,-25.8925,113.5772,33.8,SHARK BAY AIRPORT,95402
ASN00006106,-25.0381,115.9953,320,MOOLOO DOWNS,
ASN00006107,-24.8128,113.7925,15,FAR END PLANTATION,
ASN00007000,-28.6294,116.2814,340,BARNONG,
ASN00007001,-26.9667,117.9167,-999.9,BEEBYN,
ASN00007002,-26.3611,118.0283,500,BELELE,
ASN00007003,-26.0417,116.9528,450,BERINGARRA,
ASN00007004,-27.35,117.6667,-999.9,BIG BELL,
ASN00007005,-28.3,117.9,-999.9,BOODANOO,
ASN00007006,-28.0411,117.6703,450,BOOGARDIE,
ASN00007007,-26.9844,116.5361,300,BOOLARDY,
ASN00007008,-25.5067,118.7933,550,BRYAH,
ASN00007009,-27.4833,117.3,-999.9,BULLARA,
ASN00007010,-28.6097,116.5714,300,BUNNAWARRA,
ASN00007011,-28.7839,117.3625,400,BURNERBINMAH,
ASN00007012,-26.1297,118.4853,500,BUTTAH,
ASN00007013,-27.25,118.3333,-999.9,COGLA DOWNS NATTE,
ASN00007014,-27.2528,117.6525,500,COODARDY,
ASN00007015,-27.3,117.25,-999.9,COODARDY YENTON,
ASN00007016,-29.3667,117.7,-999.9,COODINGNOW,
ASN00007017,-27.4233,117.8994,453,CUE,
ASN00007018,-27.0392,118.365,450,CULLCULLI,
ASN00007019,-24.0019,119.5725,600,BULLOO DOWNS,
ASN00007020,-26.8764,118.1731,400,ANNEAN,
ASN00007021,-27.3839,117.7453,450,AUSTIN DOWNS,
ASN00007022,-27.4667,117.85,-999.9,DAY DAWN,
ASN00007023,-25.6864,119.2258,600,DOOLGUNNA,
ASN00007024,-28.2731,117.1544,350,EDAH,
ASN00007025,-23.9214,116.5594,450,WANNA,
ASN00007026,-26.45,118.2,-999.9,FOUR CORNERS,
ASN00007027,-28.2494,116.34,340,GABYON,
ASN00007028,-24.0469,116.2181,320,WANNA,
ASN00007029,-25.4333,116.1167,-999.9,GLENBURGH,
ASN00007030,-26.1142,117.5047,500,JUDAL STATION,
ASN00007031,-26.905,118.8361,600,HILLVIEW,
ASN00007032,-27.6292,117.4867,500,ILLGIDDY,
ASN00007033,-24.3444,119.5808,620,ILLGARARIE,
ASN00007034,-27.7447,116.7442,400,JINGEMARRA,
ASN00007035,-26.8936,117.1211,500,KALLI,
ASN00007036,-26.3475,118.9583,500,KILLARA,
ASN00007037,-28.5564,117.7803,400,KIRKALOCKA,
ASN00007038,-26.275,117.7842,500,KOONMARRA,
ASN00007039,-27.6,117.9,-999.9,LAKE AUSTIN,
ASN00007040,-27.5958,117.75,400,LAKESIDE,
ASN00007041,-25.1303,116.9047,400,LANDOR,
ASN00007042,-26.9367,117.5928,600,MADOONGA,
ASN00007043,-26.4458,116.5467,450,MANFRED,
ASN00007044,-28.3,116.2,-999.9,MARLOO,
ASN00007045,-26.6136,118.5372,517,MEEKATHARRA AIRPORT,GSN     94430
ASN00007046,-26.5933,118.4883,511,MEEKATHARRA POST OFFICE,
ASN00007047,-28.4467,118.2675,450,MEELINE STATION,
ASN00007048,-27.4222,116.825,350,MEKA STATION,
ASN00007049,-26.3736,117.3339,400,MILEURA,
ASN00007050,-25.0942,118.2983,600,MILGUN,
ASN00007051,-24.95,118.7133,540,MINGAH,
ASN00007052,-25.9214,117.6,600,MOORARIE,
ASN00007053,-24.3086,116.9111,337,MOUNT AUGUSTUS,
ASN00007054,-27.8794,117.5506,600,MOUNT FARMER,
ASN00007055,-25.8064,117.3906,600,MOUNT GOULD,
ASN00007056,-24.8567,116.895,250,MOUNT JAMES,
ASN00007057,-28.0619,117.8503,426,MOUNT MAGNET,
ASN00007058,-24.4,116.3078,300,MOUNT PHILLIP,
ASN00007059,-24.2297,118.2408,350,MOUNT VERNON,
ASN00007060,-27.4189,116.6897,350,MOUNT WITTENOOM,
ASN00007061,-24.8333,118.4717,600,MULGUL,
ASN00007062,-23.7942,120.2442,571,MUNDIWINDI,
ASN00007063,-28.5253,117.0344,350,MURALGARRA,
ASN00007064,-27.3636,116.4261,303,MURGOO,
ASN00007065,-28.6519,117.6083,400,NALBARRA,
ASN00007066,-26.9,118.4,448,NANNINE,
ASN00007067,-28.9464,118.1867,442.2,NARNDEE,
ASN00007068,-29.425,117.2906,330,NINGHAN STATION,
ASN00007069,-28.1233,116.8294,390,NOONGALL,
ASN00007070,-25.6381,118.7131,-999.9,PEAK HILL,
ASN00007071,-28.0531,116.6514,350,PINDATHUNA,
ASN00007072,-29.1886,117.9222,350,PULLAGAROO,
ASN00007073,-29.55,118.5,-999.9,RPF 126 MILE,
ASN00007074,-29.0167,118.45,-999.9,DROMEDARY HILLS,
ASN00007075,-26.85,118.7,-999.9,RPF 180 MILE,
ASN00007076,-27.95,118.6,-999.9,RPF 206 MILE,
ASN00007077,-27.15,118.25,-999.9,REEDY,
ASN00007078,-26.5597,118.5397,500,SHERWOOD,
ASN00007079,-23.5867,120.0517,600,SYLVANIA,
ASN00007080,-25.1256,119.1514,520,THREE RIVERS,
ASN00007081,-28.8928,117.1333,353,THUNDELARRA,
ASN00007082,-27.1192,118.0842,476,TUCKANARRA,
ASN00007083,-23.6239,118.6561,530,TUREE CREEK,
ASN00007084,-23.48,116.1108,500,ULLAWARRA,
ASN00007085,-27.8336,117.8792,450,WANARIE,
ASN00007086,-25.7,118,-999.9,WANDARY,
ASN00007087,-28.0097,118.5753,450,WINDSOR,
ASN00007088,-27.8058,116.5692,350,WOOGALONG,
ASN00007089,-27.0878,116.1606,300,WOOLEEN,
ASN00007090,-28.8439,117.8317,450,WYDGEE,
ASN00007091,-28.3392,116.6828,318,YALGOO,
ASN00007092,-26.3608,119.8233,500,YANDIL,
ASN00007093,-25.5786,117.9931,500,YARLERWEELOR,
ASN00007094,-24.6514,116.1647,299,YINNETHARRA,
ASN00007095,-28.2322,117.6556,400,YOWERAGABBIE,
ASN00007096,-27.9808,116.0347,300,YUIN,
ASN00007097,-27.8608,118.4183,300,WONDINONG,
ASN00007098,-28.8,117.6,-999.9,COONATHAGO O.S.,
ASN00007099,-27.1308,118.7803,450,YARRABUBBA,
ASN00007100,-25.6933,118.0803,487,MOUNT PADBURY,
ASN00007101,-26.2822,118.6933,500,MUNARRA,
ASN00007102,-23.5,120.5,-999.9,MURRAMUNDA,
ASN00007103,-25.48,119.6492,600,NEDS CREEK,
ASN00007104,-23.9958,117.5225,400,PINGANDY,
ASN00007105,-24.8094,118.1111,519,WOODLANDS,
ASN00007106,-28.415,116.2833,350,WURARGA,
ASN00007107,-27.1178,117.1175,450,NOONDIE 2,
ASN00007108,-28.325,118.545,450,WINDIMURRA,
ASN00007110,-27.95,117.8667,-999.9,LENNONVILLE,
ASN00007111,-24.2008,116.475,350,COBRA STATION,
ASN00007112,-26.0667,118.6667,-999.9,BUNGALOW,
ASN00007113,-25.3333,117.25,-999.9,ERRIVILLA,
ASN00007114,-28.4833,116.55,-999.9,WEARAGAMINDA,
ASN00007115,-28,118,-999.9,WOOLARA,
ASN00007116,-26.4,119.8,-999.9,RPF 375,
ASN00007117,-26.1667,116.25,-999.9,YARRA YARRA,
ASN00007118,-26.4,118.4,-999.9,ABBOTTS,
ASN00007119,-23.3856,117.0319,250,ASHBURTON DOWNS,
ASN00007120,-28.6,116.8,-999.9,BADGA,
ASN00007121,-24.7,119.75,-999.9,BALD HILL,
ASN00007122,-29.45,118.45,-999.9,BUNGAR,
ASN00007123,-27.4375,118.9292,500,COGLA DOWNS,
ASN00007124,-25.2806,116.2083,400,DALGETY DOWNS,
ASN00007125,-29,117.3,-999.9,FIELDS FIND,
ASN00007126,-28.7,116.3,-999.9,GULLEWA POST OFFICE,
ASN00007127,-28.6,116.3,-999.9,GULLEWA HOUSE,
ASN00007128,-26.9,119.25,-999.9,GUM CREEK,
ASN00007129,-27.8036,116.8856,420,MELANGATA,
ASN00007130,-26.0747,116.6942,500,MILLY MILLY,
ASN00007131,-26.95,117.5,-999.9,MINDOOLAH,
ASN00007132,-25.0964,117.5922,472,MOUNT CLERE,
ASN00007133,-24.95,117.75,-999.9,MOUNT EDGERTON,
ASN00007134,-26.795,118.9842,500,MURCHISON DOWNS,
ASN00007135,-28.2747,117.3919,350,MURRUM STATION,
ASN00007136,-27.2,118,-999.9,LAKE VIEW DOWNS,
ASN00007137,-26.3028,116.8789,370,NOOKAWARRA,
ASN00007139,-29.2708,117.6836,339,PAYNES FIND,94404
ASN00007140,-27.65,117.6,-999.9,RPF TWO 64 MILE,
ASN00007141,-29.3,116.9,-999.9,ROTHESAY,
ASN00007142,-25.97,118.6233,520,CASHMAN,
ASN00007143,-28.5,116.5,-999.9,WAGGA WAGGA,
ASN00007144,-29,117,-999.9,WARRIDAH,
ASN00007145,-29.1,117,-999.9,WARRIEDAR,
ASN00007146,-28.3831,117.6817,400,WOGARNO,
ASN00007147,-27.55,118.0167,-999.9,YARRAQUIN,
ASN00007148,-26.25,116.6,-999.9,YEDDERADDA,
ASN00007149,-26.5942,118.4883,501,MEEKATHARRA,
ASN00007150,-27.6467,117.8592,450,MURRALEE,
ASN00007151,-23.3683,119.7314,544,NEWMAN,
ASN00007152,-24.7103,119.6069,700,KUMARINA,
ASN00007153,-23.5531,119.1478,620,PRAIRIE DOWNS,
ASN00007154,-27.9369,118.1889,400,WYNYANGOO,
ASN00007155,-26.1317,118.6833,500,KARALUNDI,
ASN00007156,-27.9578,116.3383,400,TARDIE STATION,
ASN00007157,-27.7744,117.0156,450,DALGARANGA,
ASN00007158,-27.6167,118.9333,-999.9,INGLEWOOD,
ASN00007159,-27.5486,118.2172,450,YARRAQUIN,
ASN00007160,-26.2628,119.7639,500,PAROO,
ASN00007161,-25.4636,117.1361,450,ERRABIDDY,
ASN00007162,-25.58,117.7567,500,TRILBAR,
ASN00007164,-23.7639,116.1197,400,EDMUND,
ASN00007165,-24.9483,118.7147,540,MINGAH SPRINGS,
ASN00007166,-28.35,116.55,-999.9,JOHARDO,
ASN00007167,-28.15,116.6167,-999.9,RPF TWO 115 MILE,
ASN00007168,-29.0675,117.7572,400,OUDABUNNA,
ASN00007169,-23.1017,119.3678,670,RHODES RIDGE,
ASN00007170,-23.2167,116.5,-999.9,YIRRIGULLY,
ASN00007171,-28.5167,116.6333,-999.9,RPF 40 MILE,
ASN00007172,-23.4,119.7833,-999.9,MINDEROO,
ASN00007173,-28.5833,116.8667,-999.9,GNOWS NEST,
ASN00007174,-28.7,116.9333,-999.9,GOLDEN GROVE,
ASN00007175,-26.4667,118.4667,-999.9,GARDEN GULLY,
ASN00007176,-23.4169,119.7989,524,NEWMAN AERO,GSN     94317
ASN00007177,-23.6042,117.6892,450,MININER,
ASN00007178,-23.2028,117.6692,391,PARABURDOO,
ASN00007179,-24.4114,118.9408,550,TANGADEE,
ASN00007180,-25.0386,120.0064,600,MARYMIA,
ASN00007181,-23.9775,120.0108,580,WEELARRANA,
ASN00007184,-28.1183,117.83,407,MOUNT MAGNET AERO,
ASN00007185,-23.1725,117.7494,423.7,PARABURDOO AERO,94316
ASN00007186,-25.565,116.6653,500,ERONG,
ASN00007187,-28.2,118.0333,-999.9,MOOLA EAST,
ASN00007190,-29.3892,117.8281,335,MARANALGO,
ASN00007191,-23.4531,119.7994,532,CAPRICORN ROADHOUSE,
ASN00007192,-27.3161,117.97,450,NALLAN,
ASN00007193,-27.0503,117.6503,450,GLEN STATION,
ASN00007194,-27.0722,119.2522,500,YOUNO DOWNS,
ASN00007195,-26.0783,116.1533,300,BYRO,
ASN00007196,-25.7361,116.9181,500,YUNDA STATION,
ASN00007197,-28.2817,118.3111,400,CHALLA,
ASN00007198,-29.5,118.5,-999.9,EAROO,
ASN00007199,-25.3106,119.4481,570,PLUTONIC (PLANT SITE),
ASN00007200,-27.1242,118.2714,485,REEDY,
ASN00007201,-24.7428,117.3583,500,WALDBURG,
ASN00007202,-26.9183,118.6406,-999.9,GABANINTHA,
ASN00007204,-26.6131,118.5367,517,MEEKATHARRA MILOS AWS COMPARISON,
ASN00007205,-24.3075,116.9094,337,MOUNT AUGUSTUS RESORT,
ASN00007300,-24.1847,119.7175,605,TEN SIXTY SIX,
ASN00007500,-25.6939,116.5381,365,INNOUENDY,
ASN00007600,-28.1156,117.8425,407,MOUNT MAGNET AERO,94429
ASN00008000,-27.9608,114.6339,210,AJANA,
ASN00008001,-28.0603,114.9461,240,BALLA,
ASN00008002,-30.5967,116.7714,300,BALLIDU,
ASN00008003,-30.5922,116.9194,400,BALLIDU EAST,
ASN00008004,-28.0058,114.2206,100,BALLINE,
ASN00008005,-30.7294,116.02,200,BARBERTON,
ASN00008006,-29.3333,115.5,-999.9,BELLARANGA,
ASN00008007,-28.8956,115.8106,350,PINDAWA,
ASN00008008,-30.5831,116.135,230,BERKSHIRE VALLEY,
ASN00008009,-30.6286,116.3861,300,BINDI BINDI EAST,
ASN00008010,-28.0403,114.675,260,BINNU,
ASN00008011,-28.755,114.6133,180,BLUFF POINT,
ASN00008012,-28.38,114.6706,140,BOWES,
ASN00008013,-29.3303,116.1433,300,BOWGADA,
ASN00008014,-30.2192,116.7783,300,DALWALLINU NORTH,
ASN00008015,-29.575,116.4967,337,BUNJIL,
ASN00008016,-30.445,117.0406,330,GLENFERRIE,
ASN00008017,-29.9869,116.5711,320,BUNTINE,
ASN00008018,-29.9331,116.7697,290,BUNTINE EAST,
ASN00008019,-28.4375,115.1783,300,BUNYA BUNYA,
ASN00008020,-28.9822,116.1683,350,SHELLEYVALE,
ASN00008021,-30.0425,116.6981,320,SUNNYDALE,
ASN00008022,-30.2911,116.3306,300,BALGERBINE,
ASN00008023,-28.9,115.85,-999.9,CANNA 1,
ASN00008024,-28.9,115.9,-999.9,CANNA 2,
ASN00008025,-29.6889,115.8869,268,CARNAMAH,94415
ASN00008026,-29.5833,116.3167,-999.9,CARON,
ASN00008027,-28.5167,115.8,-999.9,PINDAR CHALLYMENDA,
ASN00008028,-28.5008,114.7897,145,NABAWA,
ASN00008029,-28.7517,114.9017,250,TIBRADDEN,
ASN00008030,-28.6,114.8,-999.9,CHAPMAN EAST,
ASN00008031,-28.4,114.8,-999.9,CLARE HILL,
ASN00008032,-29.0975,116.15,400,BALMAHA,
ASN00008033,-28.7031,115.8172,300,CLONTARF FARM,
ASN00008034,-30.3,116.8,-999.9,COOARRA,
ASN00008035,-28.9,115.5,-999.9,COOLANGATTA (1),
ASN00008036,-30.4644,116.0372,200,COOMBERDALE,
ASN00008037,-29.8819,116.0233,280,COOROW,
ASN00008038,-30.6392,115.9883,205,MOORA WEST,
ASN00008039,-30.2772,116.6619,335,DALWALLINU COMPARISON,94619
ASN00008040,-30.2167,116.7,-999.9,DAMBORING,
ASN00008041,-27.9775,115.2103,250,DARTMOOR,
ASN00008042,-28.09,115.145,240,YAMMA,
ASN00008043,-29,116,-999.9,DINGLEY DELL,
ASN00008044,-29.2528,114.9306,9,DONGARA,
ASN00008045,-28.55,114.9,-999.9,DURAWAH,
ASN00008046,-30.9133,116.8092,350,DUNOLLY,
ASN00008047,-29.4714,115.8528,260,FAIRFIELD,
ASN00008048,-29.3,116.2,-999.9,KARINGA,
ASN00008049,-28.8833,114.75,-999.9,GEORGINA,
ASN00008050,-28.7769,114.605,3,GERALDTON TOWN,
ASN00008051,-28.7953,114.6975,33,GERALDTON AIRPORT,GSN     94403
ASN00008052,-28.17,114.7614,260,GLENEVA,
ASN00008053,-30.75,116.7,-999.9,GLENMORE,
ASN00008054,-30.7989,116.8936,280,GLENVAR,
ASN00008055,-30.3,116.8,-999.9,GOWRIE,
ASN00008056,-29,115.95,-999.9,DOUTHA SPRINGS,
ASN00008057,-29.5486,115.0689,30,GREEN GROVE,
ASN00008058,-29,114.8,27,GREENOUGH,
ASN00008059,-28.7,114.7,-999.9,HILLRIVER FARM,
ASN00008060,-29.0364,115.5536,240,SOUTH HOLMWOOD,
ASN00008061,-30.2842,116.6328,340,HYDE PARK,
ASN00008062,-28.8,115.3,-999.9,ILLANA,
ASN00008063,-28.55,115.3,-999.9,INDARRA,
ASN00008064,-30.6719,116.3078,320,INDARRIE,
ASN00008065,-28.4292,114.6542,180,ISSEKA,
ASN00008066,-30.7008,117.0608,310,KOKARDINE,
ASN00008067,-29.9414,116.2003,280,KOOBABBIE,
ASN00008068,-29.3,116.05,-999.9,KOOLANOOKA EAST,
ASN00008069,-29.3,116.1,-999.9,KOOLANOOKA DAM,
ASN00008070,-30.7819,116.5058,260,LAKE HINDS,
ASN00008071,-30.95,116.65,-999.9,LAKE NINAN,
ASN00008072,-29.7586,116.4444,290,LATHAM,
ASN00008073,-29.815,116.585,300,LATHAM EAST,
ASN00008074,-29.2,115.9833,-999.9,LINTONS STATION,
ASN00008075,-28.2103,114.305,15,LYNTON,
ASN00008076,-29.3833,116.1167,-999.9,CARINYA,
ASN00008077,-29.6006,115.9392,270,HIGHFIELDS,
ASN00008078,-29.2419,115.7794,300,MALLEE VALE,
ASN00008079,-29.0711,115.6261,260,MANARRA,
ASN00008080,-29.8658,116.525,340,MAYA,
ASN00008081,-28.8883,116.1947,340,MELLENBYE,
ASN00008082,-30.4,116.9,-999.9,MELROSE,
ASN00008083,-28.8,115.5,-999.9,MENDEL,
ASN00008084,-30.2608,116.21,320,MANAVI,
ASN00008085,-30.4919,116.3628,250,MILING,
ASN00008086,-29.1514,115.2428,120,STRAWBERRY NORTH,
ASN00008087,-30.4228,116.4583,300,MINDALLA,
ASN00008088,-29.1906,115.4414,153,MINGENEW,
ASN00008089,-30.9833,116.3167,-999.9,MINGA MIA,
ASN00008090,-29.7,116.1333,304.8,UPSAN DOWNS,
ASN00008091,-30.6417,116.0072,203,MOORA,
ASN00008092,-29.1908,115.8814,310,MORAWA WEST,
ASN00008093,-29.2103,116.0089,274,MORAWA,
ASN00008094,-28.6,114.8,-999.9,MOUNT ERIN,
ASN00008095,-28.5367,115.5142,268,MULLEWA,94411
ASN00008096,-28.1525,114.5689,200,MUMBY,
ASN00008097,-28.4472,114.9447,200,NARALING,
ASN00008098,-29.0011,115.3986,200,NANGETTY,
ASN00008099,-28.6928,114.7319,60,NARRA TARRA,
ASN00008100,-28.3456,114.6367,180,NORTHAMPTON,
ASN00008101,-28.7086,114.9072,249,NORTHERN GULLY,
ASN00008102,-30.675,116.9389,300,KONDUT EAST,
ASN00008103,-28.5,114.6,-999.9,OAKABELLA,
ASN00008104,-28.1544,114.6692,280,OGILVIE,
ASN00008105,-30.3,116.95,-999.9,RPF 102,
ASN00008106,-29.3692,116.4061,280,PERANGERY,
ASN00008107,-29.4417,116.2875,290,PERENJORI,
ASN00008108,-30.8394,116.3858,260,PIAWANING,
ASN00008109,-28.4767,115.7897,330,PINDAR,
ASN00008110,-28.55,115.4,-999.9,PINE RIDGE,
ASN00008111,-30.3883,116.6647,320,PITHARA,
ASN00008112,-27.85,114.1333,-999.9,RPF 170,
ASN00008113,-27.8325,114.7364,200,RIVERSIDE,
ASN00008114,-29.55,116.05,-999.9,ROSELM,
ASN00008115,-30.565,116.2364,260,ROUND HILL,
ASN00008116,-28.7894,114.9417,220,SANDSPRINGS,
ASN00008117,-29.2844,115.19,200,SHADY GROVE,
ASN00008118,-28.3231,114.9453,270,SUNDERLAND,
ASN00008119,-28.3772,115.8508,300,TALLERING,
ASN00008120,-28.6214,115.3644,270,TENINDEWA,
ASN00008121,-29.5339,115.7628,249,THREE SPRINGS,
ASN00008122,-30.6,116.4,-999.9,TOOTRA,
ASN00008123,-28.3781,114.7619,250,TOP WELL,
ASN00008124,-28.7928,115.7344,320,TARDUN,
ASN00008125,-29.0517,115.4,172,URELLA,
ASN00008126,-29.8497,116.2289,280,MINARU,
ASN00008127,-29.8,116.2,-999.9,WADDY FOREST NORTH,
ASN00008128,-28.5536,115.2456,180,TENINDEWA BINDU,
ASN00008129,-28.45,115.3,-999.9,WANDIN FARM,
ASN00008130,-30.2992,116.0589,259,WATHEROO,
ASN00008131,-28.7833,114.6167,8,QUEENS PARK,
ASN00008132,-30.3167,115.8833,-999.9,WATHEROO MAGNETIC OBS.,
ASN00008133,-29.9,116.2,300,WATTLE GROVE,
ASN00008134,-28.6475,114.6239,50,WHITE PEAK,
ASN00008135,-28.7,114.9,-999.9,WICKA,
ASN00008136,-29.8,115.9,-999.9,WINCHESTER,
ASN00008137,-30.8917,116.7186,283,WONGAN HILLS,94622
ASN00008138,-30.8408,116.7267,305,WONGAN HILLS RES.STATION,95601
ASN00008139,-30.1069,116.6328,330,WUBIN,
ASN00008140,-30.8,116.5,-999.9,WYE WYE,
ASN00008141,-28.3811,114.4531,100,WILLIGULLI NORTH,
ASN00008142,-29.1911,115.7867,310,YAMMA POOL,
ASN00008143,-29.2872,115.6331,210,YANDANOOKA,
ASN00008144,-29.0767,115.4092,160,YARRAGADEE,
ASN00008145,-29.7211,116.4947,335,YARRALLA,
ASN00008146,-30.0706,116.2092,300,YTINICHE,
ASN00008147,-28.325,114.9589,270,YUNA,
ASN00008148,-29,114.9,31,BOOKARA,
ASN00008149,-28.9833,113.95,-999.9,PELSART ISLAND,
ASN00008150,-30.8722,116.7983,340,NEWINGTON,
ASN00008151,-30.665,116.1386,300,WALEBING,
ASN00008152,-28.4667,114.8333,-999.9,NOONDIMURRA,
ASN00008153,-29.8,116.7,-999.9,NORWOOD,
ASN00008154,-28.8697,114.8931,100,MILMOCUNDIN,
ASN00008155,-28.65,115.6667,-999.9,WILROY,
ASN00008156,-30.7,116.8,-999.9,NUNEADING,
ASN00008157,-28.8978,115.8628,340,CANNA,
ASN00008158,-29.55,115.0667,-999.9,ARROWSMITH,
ASN00008159,-30.9903,116.3553,270,MAYSBORO,
ASN00008160,-30.5097,116.3728,300,MERIDALE,
ASN00008161,-29.2,115.5,-999.9,OPAWA,
ASN00008162,-28.4,115.2,-999.9,PINDEREE,
ASN00008163,-29.3,116,-999.9,RAVENSWOOD,
ASN00008164,-29.35,115.6833,-999.9,WOOPENATTY,
ASN00008165,-30.9,116.4,-999.9,YERECOIN,
ASN00008166,-27.7,114.2,-999.9,MURCHISON HOUSE,
ASN00008167,-29.45,115.4667,251,STRATHAIRD,
ASN00008168,-28.5467,114.6244,70,HOWATHARRA,
ASN00008169,-29.2,116.55,-999.9,LOCHADA,
ASN00008170,-28.5,115.65,-999.9,BRAESIDE 1,
ASN00008171,-29.7833,115.35,-999.9,UDALE,
ASN00008173,-29.0333,115.75,-999.9,ELSMORNE FARM,
ASN00008174,-30.5456,116.0778,320,NOONDINE,
ASN00008175,-29.6833,115.7167,-999.9,TREVOSEE,
ASN00008176,-30.3,115.25,-999.9,CANTABILLING SPRINGS,
ASN00008177,-30.8667,116.1167,-999.9,LONGVIEW,
ASN00008178,-29.1858,115.7406,300,YONGARLOO,
ASN00008179,-30.6583,116.9344,300,EAST KONDUT,
ASN00008180,-30.65,117.1078,360,GNOWELLAN,
ASN00008181,-29.8,115.35,229,ENEABBA POST OFFICE OLD SITE,
ASN00008182,-28.8667,114.7333,-999.9,BOOTENAL,
ASN00008183,-28.7167,114.8167,-999.9,NEW MARACARRA,
ASN00008184,-28,114.8,-999.9,AJANA 2,
ASN00008185,-29.4,115.6,-999.9,ARRINO,
ASN00008186,-28.25,114.7,-999.9,BADDERA,
ASN00008187,-30,116.4,-999.9,BEALIBA DOWNS,
ASN00008188,-28.3,114.8,-999.9,BEATININE,
ASN00008189,-30.6,116.2,-999.9,BERKSHIRE VALLEY POST OFFICE1,
ASN00008190,-27.8,114.7,-999.9,BOOMGALA,
ASN00008191,-29.1,116.2,-999.9,CADGY CADGY,
ASN00008192,-30.15,116.3,-999.9,CANNINGWOOD,
ASN00008193,-28.4,115.3,-999.9,COLDSTREAM,
ASN00008194,-30.5,116.1,-999.9,COOMBERDALE 1,
ASN00008195,-28.5,115.7,-999.9,DEEPDENE,
ASN00008196,-29.25,114.9,-999.9,PEARSE,
ASN00008197,-30.6,116.6,-999.9,DULA,
ASN00008198,-30.6,116.9833,-999.9,DULI,
ASN00008199,-28.4,114.8,-999.9,ENEGEE,
ASN00008200,-28.6936,115.0408,160,ERADU,
ASN00008201,-29.6,116.7,-999.9,EUROGOBBIE,
ASN00008202,-30.6219,116.3794,300,BINDI BINDI NORTH,
ASN00008203,-28.8,115.0167,-999.9,ERADU GREENLANDS,
ASN00008204,-30.2,116.1,-999.9,GUNYIDI,
ASN00008205,-30.1,116.8,-999.9,KILLARNEY,
ASN00008206,-28.7,115.55,-999.9,KOCKATEA,
ASN00008207,-30.8,116,-999.9,KOOJAN,
ASN00008208,-30.4,116.65,-999.9,LEWISTON,
ASN00008209,-28.6,115.6,-999.9,BEATTY SIDING,
ASN00008210,-29,116.1,-999.9,MARALANA,
ASN00008211,-30.05,116.05,-999.9,MARCHAGEE,
ASN00008212,-29.4,116.8,-999.9,ALLENDALE,
